"index","total_size","total_docs","doc_toDelete","sizesaving","sizesavingNonConvert","action_needed","action_took"
"filebeat-7.5.1-2021.02.21","5490214934","9556755","0","5.11316110752523","5490214934","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.4.0-2021.06.15-000008","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.5.1-2021.02.22","3710434875","6389286","0","3.45561176072806","3710434875","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.23","4084952713","7013732","0","3.80440867785364","4084952713","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.24","4766211588","8142249","0","4.43888044729829","4766211588","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.25","8590881899","15157706","0","8.00088224839419","8590881899","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.26","9482178291","16798536","0","8.83096669893712","9482178291","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.27","9272416702","16207788","0","8.6356109958142","9272416702","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.5.1-2021.02.28","6005242481","10481307","0","5.59281788859516","6005242481","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.3.1-2021.06.02-000029","416","0","0","0",,,"DELETED_INDEX"
"packetbeat-7.5.1","14207137803","18417346","0","13.2314281566069","14207137803","DELETE_INDEX","DELETED_INDEX"
".ml-anomalies-custom-windows_anomalous_process_all_hosts_ecs","39916","3","0","0",,,"DELETED_INDEX"
"heartbeat-7.10.0-2021.02.05-000002","1344581172","1539034","0","1.25223879888654","1344581172","DELETE_INDEX","DELETED_INDEX"
"filebeat-pdv-2021.05.22-000002","940260843","2519958","0","0",,,"DELETED_INDEX"
"filebeat-7.8.0-2021.05.28-000031","416","0","0","0",,,"DELETED_INDEX"
"metricbeat-7.5.2-2021.02.21-000008","50862834260","86650049","0","47.3697057552636","50862834260","DELETE_INDEX","DELETED_INDEX"
"shrink-filebeat-7.10.2-2021.04.27-000014","15295572516","27138338","0","0",,,"DELETED_INDEX"
"heartbeat-7.9.3-2021.02.21-000005","416","0","0","0",,,"DELETED_INDEX"
"logstash-syslog-2021.06.03","99604","104","0","0",,,"DELETED_INDEX"
"auditbeat-7.10.0-2021.05.20-000008","416","0","0","0",,,"DELETED_INDEX"
".ml-anomalies-custom-windows_anomalous_script","566","0","0","0",,,"DELETED_INDEX"
"auditbeat-7.12.1-2021.06.17-000005","2883632449","2410688","0","0",,,"DELETED_INDEX"
".async-search","3689","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000001","416","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000002","416","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000003","416","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000004","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.5.2-2021.02.24-000008","10200222158","35245381","0","9.49969716183841","10200222158","DELETE_INDEX","DELETED_INDEX"
".siem-signals-default-000005","416","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000006","416","0","0","0",,,"DELETED_INDEX"
".siem-signals-default-000007","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.4.0-2021.03.17-000005","840716783","2164886","148837","0.0538301664902721","57799701.1534884","DELETE_DOCS","DELETED_DOCS"
"logstash","8988680","6439","0","0.00837136059999466","8988680","DELETE_INDEX","DELETED_INDEX"
"shrink-inspire_audit_log_prod-2021.04.30-000026","416","0","0","0",,,"DELETED_INDEX"
"ilm-history-3-000007","416","0","0","0",,"no_timestamp","DELETED_INDEX"
"shrink-6zyr-inspire_log_prod-2021.06.19-000033","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.8.0-2021.06.04-000032","416","0","0","0",,,"DELETED_INDEX"
".reporting-2020.10.04","4097433","3","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.07","1106139","180","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.05","1356329","246","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.06","1636286","136","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.03","900545","32","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.04","1339024","114","0","0",,,"DELETED_INDEX"
".reporting-2020.09.20","31838","1","0","0",,,"DELETED_INDEX"
".reporting-2020.09.06","672734","1","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.12","330946","8","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.10","975680","218","0","0",,,"DELETED_INDEX"
"prc_audit_log_prod-2021.05.11","1556039","174","0","0",,,"DELETED_INDEX"
"shrink-inspire_log_prod-2021.04.30-000026","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.23-000020","680038189","2368810","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.07","3059569","4386","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.06","3064020","4546","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.05","3082986","4990","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.04","3671566","5486","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.09","2632656","4008","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.08","3253882","4626","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.23","24583426","10662","0","0.0228950995951891","24583426","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.24","21145632","9408","0","0.0196934044361115","21145632","DELETE_INDEX","DELETED_INDEX"
"metricbeat-7.13.1-2021.06.22-000003","45681036096","55599468","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.21","15150241","9949","0","0.014109761454165","15150241","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.22","17244380","10869","0","0.0160600803792477","17244380","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.03","3180630","4338","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.27","18099975","7229","0","0.0168569153174758","18099975","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.28","14146203","6860","0","0.0131746781989932","14146203","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.02","3897113","5805","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.01","5321665","9023","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.25","24972149","8090","0","0.0232571261003613","24972149","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.26","22226635","7945","0","0.0207001669332385","22226635","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.3.1-2021.05.05-000025","416","0","0","0",,,"DELETED_INDEX"
"winlogbeat-7.3.0-2021.02.21","584009","307","0","0.000543900765478611","584009","DELETE_INDEX","DELETED_INDEX"
"winlogbeat-7.3.0-2021.02.22","546219","274","0","0.000508706085383892","546219","DELETE_INDEX","DELETED_INDEX"
"winlogbeat-7.3.0-2021.02.20","742281","316","0","0.000691303052008152","742281","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.18","883643","974","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.17","2969431","4583","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.18","24501033","11166","0","0.0228183651342988","24501033","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.16","2060590","3227","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.15","2083427","2823","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.19","20209300","10787","0","0.0188213773071766","20209300","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.19","2650707","4542","0","0",,,"DELETED_INDEX"
"auditbeat-7.10.0-2021.02.11-000002","416","0","0","0",,,"DELETED_INDEX"
"shrink-abc_audit_log_prod-2021.04.27-000025","416","0","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.10","1887201","2339","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.12","18024270","9919","0","0.0167864095419645","18024270","DELETE_INDEX","DELETED_INDEX"
"shrink-winlogbeat-7.10.1-2021.05.06-000017","416","0","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.2-2021.06.20-000045","64614623082","108232448","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.13","15582916","10047","0","0.0145127214491367","15582916","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.10","14330198","6876","0","0.0133460368961096","14330198","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.11","17949284","7404","0","0.0167165733873844","17949284","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.14","1909105","2767","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.16","17239550","10164","0","0.0160555820912123","17239550","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.13","633782","616","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.17","19350271","10227","0","0.0180213442072272","19350271","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.14","14080024","9657","0","0.0131130442023277","14080024","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.12","812576","924","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.15","16980160","10820","0","0.0158140063285828","16980160","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.11","1234521","1425","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.20","16844313","10286","0","0.015687488950789","16844313","DELETE_INDEX","DELETED_INDEX"
".ml-notifications-000001","2096140","3941","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.29","4149990","6516","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.09","17847768","7053","0","0.0166220292448997","17847768","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.28","5878093","9792","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.27","988884","1427","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.07","12617196","6550","0","0.0117506794631481","12617196","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.08","13626176","7520","0","0.0126903653144836","13626176","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.26","927177","1308","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.21","2432808","4387","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.01","7413678","6325","0","0.00690452568233013","7413678","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.20","827558","1140","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.02","8803666","5476","0","0.00819905288517475","8803666","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.25","1112806","1308","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.05","18825078","7207","0","0.0175322201102972","18825078","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.24","1913315","2756","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.06","13826966","6938","0","0.0128773655742407","13826966","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.23","2045598","2825","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.02.03","12227044","6899","0","0.0113873220980167","12227044","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.02.04","14668090","6880","0","0.0136607233434916","14668090","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.06.22","2665798","4142","0","0",,,"DELETED_INDEX"
"filebeat-7.8.0-2021.03.09","319583732","1210907","0","0.297635544091463","319583732","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.26","595117848","1279633","0","0.554246686398983","595117848","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.25","572194328","1298355","0","0.532897494733334","572194328","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.28","572835175","1154173","0","0.533494330011308","572835175","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.27","707768300","1353130","0","0.65916059538722","707768300","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.3.1-2021.06.16-000031","416","0","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.06.30","4452106","5290","0","0",,,"DELETED_INDEX"
"logstash-syslog-2021.02.20","779717523","1774260","0","0.726168530993164","779717523","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.22","524987166","1217100","0","0.488932399079204","524987166","DELETE_INDEX","DELETED_INDEX"
"auditbeat-7.13.2-2021.06.15-000001","969675993","861163","0","0",,,"DELETED_INDEX"
"logstash-syslog-2021.02.21","944869466","2293126","0","0.879978263750672","944869466","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.24","575426726","1314652","0","0.535907899960876","575426726","DELETE_INDEX","DELETED_INDEX"
"fluentd","416","0","0","0",,"no_timestamp","DELETED_INDEX"
"filebeat-7.8.0-2021.03.08","101304300","380516","0","0.0943469814956188","101304300","DELETE_INDEX","DELETED_INDEX"
"logstash-syslog-2021.02.23","800926760","1800090","0","0.745921172201633","800926760","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.8.0-2021.03.10","287798872","1070717","0","0.268033586442471","287798872","DELETE_INDEX","DELETED_INDEX"
"shrink-filebeat-7.10.2-2021.04.13-000012","17552845360","56416916","0","0",,,"DELETED_INDEX"
"heartbeat-7.5.2-2021.05.17-000008","416","0","0","0",,,"DELETED_INDEX"
"metricbeat-7.9.0-2021.05.18-000020","416","0","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.1-2021.05.20-000018","416","0","0","0",,,"DELETED_INDEX"
"test_dom_json","75587","1","0","0",,"no_timestamp","DELETED_INDEX"
"shrink-inspire_log_prod-2021.04.09-000023","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.3.2-2021.06.16-000031","416","0","0","0",,,"DELETED_INDEX"
"fourre-tout","8550228","14654","0","0.00796302035450935","8550228","DELETE_INDEX","DELETED_INDEX"
".lists-default-000001","416","0","0","0",,,"DELETED_INDEX"
"metricbeat-7.5.0-2021.05.02-000009","416","0","0","0",,,"DELETED_INDEX"
"tempo-magento-aws-customer_log","81940863","59578","0","0.0763133754953742","81940863","DELETE_INDEX","DELETED_INDEX"
"filebeat-6.2.2-2021.04.26","1682229","4438","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.25","1689146","4456","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.24","1604723","4397","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.01","256696245","363671","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.23","1721922","4543","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.02","253306160","359883","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.03","228106090","325546","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.22","1675863","4433","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.04","166948965","227385","0","0",,,"DELETED_INDEX"
"shrink-nxjg-inspire_log_prod-2021.06.12-000032","416","0","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.21","1687015","4472","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.05","132797603","174549","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.20","1567674","4459","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.06","147597609","196151","0","0",,,"DELETED_INDEX"
"inspire_audit_log_prod-2021.03.30","164835","7","0","0.000153514556586742","164835","DELETE_INDEX","DELETED_INDEX"
"shrink-dn_4-metricbeat-7.12.0-2021.06.10-000008","5306029972","8535272","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.29","1819461","4435","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.0-2021.06.03-000021","416","0","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.28","1678932","4367","0","0",,,"DELETED_INDEX"
"inspire_audit_log_prod-2021.03.31","917883","61","0","0.000854845158755779","917883","DELETE_INDEX","DELETED_INDEX"
"filebeat-6.2.2-2021.04.27","1710041","4483","0","0",,,"DELETED_INDEX"
"shrink-filebeat-7.0.1-2021.05.26-000028","416","0","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.15","1739370","4500","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.14","1575680","4385","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.13","1738024","4450","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.12","1664015","4384","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.11","1701888","4463","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.10","1592602","4368","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.19","1704049","4454","0","0",,,"DELETED_INDEX"
"abc_audit_log_prod-2021.03.31","798483","42","0","0.000743645243346691","798483","DELETE_INDEX","DELETED_INDEX"
"filebeat-6.2.2-2021.04.18","1613626","4362","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.17","1727067","4457","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.16","1601302","4387","0","0",,,"DELETED_INDEX"
"abc_audit_log_prod-2021.03.30","501929","17","0","0.000467457808554173","501929","DELETE_INDEX","DELETED_INDEX"
"metricbeat-7.10.1-2021.06.10-000021","416","0","0","0",,,"DELETED_INDEX"
".reporting-2021-03-07","1405396","2","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.21","243348322","349609","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.04","862390","1524","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.03","932548","1552","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.22","256157203","366880","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.02","1330022","2793","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.23","234716239","337080","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.24","100163329","132066","0","0",,,"DELETED_INDEX"
"auditbeat-7.12.0-2021.05.31-000006","10158417735","7573890","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.01","1736626","3198","0","0.00161735899746418","1736626","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.3.2-2021.05.19-000027","416","0","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.25","176178737","243297","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.26","148050638","196199","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.27","144585962","192602","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.28","228739155","325388","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.26","23262528","12215","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.25","15588930","9490","0","0",,,"DELETED_INDEX"
"shrink-winlogbeat-7.10.1-2021.05.27-000020","416","0","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.24","18774226","10101","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.23","22646376","10694","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.09","1330608","2663","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.08","811864","1533","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.07","802358","1561","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.29","38357428","11548","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.06","887644","1487","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.28","28053067","10701","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.20","132885908","174622","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.27","29609590","10922","0","0",,,"DELETED_INDEX"
"filebeat-6.2.2-2021.04.05","785100","1544","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.13","2185923931","2308966","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.14","2084360687","2124631","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.11","1861751529","1743546","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.12","2113054154","2211470","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.10","2093313920","2013251","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.30","25097430","11103","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.18","171493001","236620","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.19","140772972","186180","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.19","1914023956","1847272","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.17","1834123400","1755421","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.18","1990363351","1911131","0","0",,,"DELETED_INDEX"
".watches","26880087","9","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.15","2424600544","2350256","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.16","2607504940","2901585","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.2-2021.06.14-000041","64586922870","109407133","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.10","235171368","339406","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.01","17856407","31267","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.11","179354515","248034","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.12","131006959","172273","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.13","143547200","192145","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.14","254887496","362660","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.15","253681653","366384","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.16","236002375","340847","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.17","236846734","339440","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.15","24851092","11269","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.14","23178908","10637","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.13","23169402","10856","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.12","17916920","11444","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.19","17794326","11489","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.18","15761707","9823","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.17","18137370","10126","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.16","22636405","10856","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.02","2137916885","2205327","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.03","1956034131","2131952","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.01","2639596062","3157605","0","2.45831540040672","2639596062","DELETE_INDEX","DELETED_INDEX"
"filebeat-7.7.0-2021.04.22","26872176","10828","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.21","20186596","10270","0","0",,,"DELETED_INDEX"
".ml-anomalies-custom-windows_anomalous_path_activity_ecs","566","0","0","0",,,"DELETED_INDEX"
"filebeat-7.7.0-2021.04.20","21591752","10396","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.1-2021.05.27-000019","416","0","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.08","22331742","39447","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.07","251600438","356330","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.08","252226777","361138","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.09","24881646","44924","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.06","9785166","17310","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.08","2055583020","1948722","0","0",,,"DELETED_INDEX"
"dhcp-logs-2021.06.09","237765394","340863","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.09","2100855459","1975084","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.07","19131067","33085","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.06","1760596276","1753350","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.04","18489669","32296","0","0",,,"DELETED_INDEX"
"filebeat-7.12.0-2021.04.21-000003","1173885520","3257743","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.05","9433431","17299","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.07","1933913667","1859857","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.02","21188093","37394","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.04","1633159322","1575985","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.03","22779034","41479","0","0",,,"DELETED_INDEX"
"winlogbeat-6.6.1-2021.04.05","1931743008","1877390","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.11","14273663","24566","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.12","9668482","17301","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.10","16072574","26334","0","0",,,"DELETED_INDEX"
".items-default-000001","416","0","0","0",,,"DELETED_INDEX"
"shrink-abc_audit_log_prod-2021.05.04-000026","416","0","0","0",,,"DELETED_INDEX"
"auditbeat-7.10.0-2021.04.12-000004","416","0","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.19","9516399","17307","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.17","15732926","25174","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.18","15872318","25836","0","0",,,"DELETED_INDEX"
"metricbeat-7.10.0-2021.05.20-000019","416","0","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.15","17628842","27707","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.16","16933780","26299","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.13","9610239","17289","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.14","14465176","23660","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.22","11992739","20012","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.23","17096751","28197","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.20","10046188","17489","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.21","13927438","22476","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.28","12292528","20163","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.29","13365143","22178","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.26","9568657","17306","0","0",,,"DELETED_INDEX"
"winlogbeat-7.10.1-2021.06.24-000024","1248","0","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.27","9638011","17321","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.24","9957602","17557","0","0",,,"DELETED_INDEX"
"magento_integration_0553-2021.06.25","12363294","21490","0","0",,,"DELETED_INDEX"
"filebeat-7.8.0-2021.05.07-000028","416","0","0","0",,,"DELETED_INDEX"
"nontraite-syslog-2021.02.24","1234684","1515","0","0.00114988908171654","1234684","DELETE_INDEX","DELETED_INDEX"
"nontraite-syslog-2021.02.25","2455977","3662","0","0.0022873068228364","2455977","DELETE_INDEX","DELETED_INDEX"
